,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Sources,powo_Snippet
4235,664260-1,Arenga obtusifolia,Arenga obtusifolia,664260-1,Species,:LITTOX::::::::,
4236,664268-1,Arenga wightii,Arenga wightii,664268-1,Species,:LITTOX::::::::,
4237,789863-1,Sideroxylon spinosum,Sideroxylon spinosum,789863-1,Species,:LITTOX::::::::,
4238,30017455-2,Argemone,,,Genus,:LITTOX::::::::,
4239,671680-1,Argemone albiflora,Argemone albiflora,671680-1,Species,:LITTOX::::::::,
4240,671698-1,Argemone glauca,Argemone glauca,671698-1,Species,:LITTOX:::CPCS:::::,
4241,671708-1,Argemone munita,Argemone munita,671708-1,Species,:LITTOX::::::::,
4242,18838-2,Argemone munita subsp. rotundata,Argemone munita,671708-1,Subspecies,:LITTOX::::::::,
4243,671713-1,Argemone platyceras,Argemone platyceras,671713-1,Species,:LITTOX::::::::,
4244,18867-2,Argemone squarrosa subsp. glabrata,Argemone squarrosa,18866-2,Subspecies,:LITTOX::::::::,
4245,967826-1,Argentipallium,,,Genus,:LITTOX::::::::,
4246,329801-2,Tournefortia,,,Genus,:LITTOX::::::::,
4247,178745-1,Argyranthemum frutescens,Argyranthemum frutescens,178745-1,Species,:LITTOX::::::::,
4248,30164830-2,Argyreia,,,Genus,:LITTOX::::::::,
4249,265238-1,Argyreia nervosa,Argyreia nervosa,265238-1,Species,:LITTOX:::CPCS::::CliniTox:,
4250,331366-2,Argyrolobium,,,Genus,:LITTOX::::::::,
4251,19054-2,Ariocarpus fissuratus,Ariocarpus fissuratus,19054-2,Species,:LITTOX::::::::,
4252,19060-2,Ariocarpus kotschoubeyanus,Ariocarpus kotschoubeyanus,19060-2,Species,:LITTOX::::::::,
4253,128870-1,Ariocarpus retusus,Ariocarpus retusus,128870-1,Species,:LITTOX::::::::,
4254,19068-2,Ariocarpus trigonus,Ariocarpus trigonus,19068-2,Species,:LITTOX::::::::,
4255,328148-2,Arisaema,,,Genus,:LITTOX::Cornell CALS:CPCS:::::,
4256,85608-1,Arisaema concinnum,Arisaema concinnum,85608-1,Species,:LITTOX::::::::,
4257,85609-1,Arisaema consanguineum,Arisaema consanguineum,85609-1,Species,:LITTOX::::::::,
4258,85614-1,Arisaema costatum,Arisaema costatum,85614-1,Species,:LITTOX::::::::,
4259,77171997-1,Arisaema tortuosum subsp. tortuosum,Arisaema tortuosum,85841-1,Subspecies,:LITTOX::::::::,
4260,85629-1,Arisaema dracontium,Arisaema dracontium,85629-1,Species,:LITTOX:::CPCS:::::,
4261,85637-1,Arisaema erubescens,Arisaema erubescens,85637-1,Species,:LITTOX::::::::,
4262,85646-1,Arisaema flavum,Arisaema flavum,85646-1,Species,:LITTOX::::::::,
4263,85657-1,Arisaema griffithii,Arisaema griffithii,85657-1,Species,:LITTOX::::::::,
4264,85677-1,Arisaema intermedium,Arisaema intermedium,85677-1,Species,:LITTOX::::::::,
4265,85681-1,Arisaema jacquemontii,Arisaema jacquemontii,85681-1,Species,:LITTOX::::::::,
4266,85736-1,Arisaema nepenthoides,Arisaema nepenthoides,85736-1,Species,:LITTOX::::::::,
4267,77167509-1,Arisaema flavum subsp. flavum,Arisaema flavum,85646-1,Subspecies,:LITTOX::::::::,
4268,85768-1,Arisaema propinquum,Arisaema propinquum,85768-1,Species,:LITTOX::::::::,
4269,85777-1,Arisaema quinatum,Arisaema quinatum,85777-1,Species,:LITTOX::::::::,
4270,85782-1,Arisaema ringens,Arisaema ringens,85782-1,Species,:LITTOX::::::::,
4271,85815-1,Arisaema speciosum,Arisaema speciosum,85815-1,Species,:LITTOX::::::::,
4272,85841-1,Arisaema tortuosum,Arisaema tortuosum,85841-1,Species,:LITTOX::::::::,
4273,85854-1,Arisaema utile,Arisaema utile,85854-1,Species,:LITTOX::::::::,
4274,2710-1,Arisarum,,,Genus,:LITTOX::::::::,
4275,77171985-1,Arisarum vulgare subsp. vulgare,Arisarum vulgare,85902-1,Subspecies,:LITTOX::::::::,
4276,85897-1,Arisarum simorrhinum,Arisarum simorrhinum,85897-1,Species,:LITTOX::::::::,
4277,85902-1,Arisarum vulgare,Arisarum vulgare,85902-1,Species,:LITTOX::::::::,
4278,20252-1,Aristea,,,Genus,:LITTOX::::::::,
4279,327933-2,Aristida,,,Genus,:LITTOX::::::::,
4280,319759-2,Aristida adscensionis,Aristida adscensionis,319759-2,Species,:LITTOX::::::::,
4281,77172800-1,Stipagrostis hirtigluma var. hirtigluma,Stipagrostis hirtigluma,423902-1,Variety,:LITTOX::::::::,
4282,325342-2,Aristida dichotoma,Aristida dichotoma,325342-2,Species,:LITTOX::::::::,
4283,19242-2,Aristida longiseta,Aristida longiseta,19242-2,Species,:LITTOX::::::::,
4284,325343-2,Aristida oligantha,Aristida oligantha,325343-2,Species,:LITTOX::::::::,
4285,19274-2,Aristida pallens,Aristida pallens,19274-2,Species,:LITTOX::::::::,
4286,327975-2,Aristida purpurea,Aristida purpurea,327975-2,Species,:LITTOX::::::::,
4287,389724-1,Aristida recurvata,Aristida recurvata,389724-1,Species,:LITTOX::::::::,
4288,330834-2,Aristolochia,,,Genus,:LITTOX::::::::,
4289,92747-1,Aristolochia argentina,Aristolochia argentina,92747-1,Species,:LITTOX::::::::,
4290,93051-1,Aristolochia labiata,Aristolochia labiata,93051-1,Species,:LITTOX::::::::,
4291,92841-1,Aristolochia clematitis,Aristolochia clematitis,92841-1,Species,:LITTOX:fr_wiki:hu_wiki:::::TPPT::,
4292,92854-1,Aristolochia contorta,Aristolochia contorta,92854-1,Species,:LITTOX::::::::,
4293,30212692-2,Aristolochia cymbifera,Aristolochia cymbifera,30212692-2,Species,:LITTOX::::::::,
4294,92883-1,Aristolochia debilis,Aristolochia debilis,92883-1,Species,:LITTOX::::::::,
4295,93074-1,Aristolochia littoralis,Aristolochia littoralis,93074-1,Species,:LITTOX:::CPCS:::::,
4296,92924-1,Aristolochia fangchi,Aristolochia fangchi,92924-1,Species,:LITTOX::::::::,
4297,92931-1,Aristolochia fimbriata,Aristolochia fimbriata,92931-1,Species,:LITTOX::::::::,
4298,60460287-2,Aristolochia gigantea,Aristolochia gigantea,60460287-2,Species,:LITTOX::::::::,
4299,92978-1,Aristolochia grandiflora,Aristolochia grandiflora,92978-1,Species,:LITTOX::::::::,
4300,93025-1,Aristolochia indica,Aristolochia indica,93025-1,Species,:LITTOX::::::::,
4301,92760-1,Aristolochia baetica,Aristolochia baetica,92760-1,Species,:LITTOX::::::::,
4302,93101-1,Aristolochia macrophylla,Aristolochia macrophylla,93101-1,Species,:LITTOX::::::::,
4303,93111-1,Aristolochia manshuriensis,Aristolochia manshuriensis,93111-1,Species,:LITTOX::::::::,
4304,93120-1,Aristolochia maurorum,Aristolochia maurorum,93120-1,Species,:LITTOX::::::::,
4305,316342-2,Aristolochia odoratissima,Aristolochia odoratissima,316342-2,Species,:LITTOX::::::::,
4306,93285-1,Aristolochia ringens,Aristolochia ringens,93285-1,Species,:LITTOX::::::::,
4307,93291-1,Aristolochia rotunda,Aristolochia rotunda,93291-1,Species,:LITTOX::::::TPPT::,
4308,93333-1,Aristolochia serpentaria,Aristolochia serpentaria,93333-1,Species,:LITTOX:::CPCS:::::,
4309,93402-1,Aristolochia triangularis,Aristolochia triangularis,93402-1,Species,:LITTOX::::::::,
4310,93451-1,Aristolochia yunnanensis,Aristolochia yunnanensis,93451-1,Species,:LITTOX::::::::,
4311,30009982-2,Cleome,,,Genus,:LITTOX::::::::,
4312,320133-2,Cleome viscosa,Cleome viscosa,320133-2,Species,:LITTOX::::::::,
4313,331369-2,Armoracia,,,Genus,:LITTOX::::::::,
4314,4463-1,Arnebia,,,Genus,:LITTOX::::::::,
4315,113456-1,Arnebia euchroma,Arnebia euchroma,113456-1,Species,:LITTOX::::::::,
4316,113464-1,Arnebia hispidissima,Arnebia hispidissima,113464-1,Species,:LITTOX::::::::,
4317,60458842-2,Arnebia speciosa,Arnebia speciosa,60458842-2,Species,:LITTOX::::::::,
4318,329191-2,Arnica,,,Genus,:LITTOX:::CPCS:::::,
4319,77179643-1,Arnica montana subsp. montana,Arnica montana,30090722-2,Subspecies,:LITTOX::::::::,
4320,305804-2,Arnica chamissonis,Arnica chamissonis,305804-2,Species,:LITTOX::::::::,
4321,303716-2,Arnica longifolia,Arnica longifolia,303716-2,Species,:LITTOX::::::::,
4322,179046-1,Arnica sachalinensis,Arnica sachalinensis,179046-1,Species,:LITTOX::::::::,
4323,331370-2,Aronia,,,Genus,:LITTOX::::::::,
4324,30039608-2,Aronia arbutifolia,Aronia arbutifolia,30039608-2,Species,:LITTOX::::::::,
4325,1109609-2,Aronia melanocarpa,Aronia melanocarpa,1109609-2,Species,:LITTOX::::::::,
4326,20144-2,Aronia × prunifolia,Aronia × prunifolia,20144-2,Species,:LITTOX:::CPCS:::::,
4327,4081-1,Fridericia,,,Genus,:LITTOX::::::::,
4328,77206590-1,Tanaecium dichotomum,Tanaecium dichotomum,77206590-1,Species,:LITTOX::::::::,
4329,838272-1,Arracacia xanthorrhiza,Arracacia xanthorrhiza,838272-1,Species,:LITTOX::::::::,
4330,389923-1,Arrhenatherum elatius,Arrhenatherum elatius,389923-1,Species,:LITTOX::::::::,
4331,1971-1,Artabotrys,,,Genus,:LITTOX::::::::,
4332,72395-1,Artabotrys hexapetalus,Artabotrys hexapetalus,72395-1,Species,:LITTOX::::::::,
4333,681495-1,Piper geniculatum,Piper geniculatum,681495-1,Species,:LITTOX::::::::,
4334,39699-1,Artedia,,,Genus,:LITTOX::::::::,
4335,838274-1,Artedia squamata,Artedia squamata,838274-1,Species,:LITTOX::::::::,
4336,30001021-2,Artemisia,,,Genus,:LITTOX:::CPCS:UCANR::TPPT::,
4337,306365-2,Artemisia abrotanum,Artemisia abrotanum,306365-2,Species,:LITTOX::::::TPPT::,
4338,77180859-1,Artemisia abyssinica,Artemisia abyssinica,77180859-1,Species,:LITTOX::::::::,
4339,179162-1,Artemisia afra,Artemisia afra,179162-1,Species,:LITTOX::::::::,
4340,304416-2,Artemisia annua,Artemisia annua,304416-2,Species,:LITTOX:::::USDA(Duke):TPPT::,
4341,77231108-1,Artemisia caruifolia var. caruifolia,Artemisia caruifolia,60459989-2,Variety,:LITTOX::::::::,
4342,179213-1,Artemisia arborescens,Artemisia arborescens,179213-1,Species,:LITTOX::::::::,
4343,20507-2,Artemisia arbuscula,Artemisia arbuscula,20507-2,Species,:LITTOX::::::::,
4344,179226-1,Artemisia argyi,Artemisia argyi,179226-1,Species,:LITTOX::::::::,
4345,179241-1,Artemisia atrata,Artemisia atrata,179241-1,Species,:LITTOX::::::::,
4346,60447295-2,Artemisia balchanorum,Artemisia balchanorum,60447295-2,Species,:LITTOX::::::::,
4347,179283-1,Artemisia brevifolia,Artemisia brevifolia,179283-1,Species,:LITTOX::::::::,
4348,179288-1,Artemisia caerulescens,Artemisia caerulescens,179288-1,Species,:LITTOX::::::::,
4349,179291-1,Artemisia californica,Artemisia californica,179291-1,Species,:LITTOX::::::::,
4350,309140-2,Artemisia campestris,Artemisia campestris,309140-2,Species,:LITTOX::::::::,
4351,20563-2,Artemisia cana,Artemisia cana,20563-2,Species,:LITTOX::::::::,
4352,179314-1,Artemisia capillaris,Artemisia capillaris,179314-1,Species,:LITTOX::::::::,
4353,60459989-2,Artemisia caruifolia,Artemisia caruifolia,60459989-2,Species,:LITTOX::::::::,
4354,179351-1,Artemisia cina,Artemisia cina,179351-1,Species,:LITTOX::::::::,
4355,179369-1,Artemisia compacta,Artemisia compacta,179369-1,Species,:LITTOX::::::::,
4356,309108-2,Artemisia douglasiana,Artemisia douglasiana,309108-2,Species,:LITTOX::::::::,
4357,77231652-1,Artemisia dracunculus var. dracunculus,Artemisia dracunculus,307848-2,Variety,:LITTOX::::::::,
4358,307848-2,Artemisia dracunculus,Artemisia dracunculus,307848-2,Species,:LITTOX:::::USDA(Duke):::,
4359,77180643-1,Artemisia maritima subsp. maritima,Artemisia maritima,179785-1,Subspecies,:LITTOX::::::::,
4360,179519-1,Artemisia glacialis,Artemisia glacialis,179519-1,Species,:LITTOX::::::::,
4361,179531-1,Artemisia glomerata,Artemisia glomerata,179531-1,Species,:LITTOX::::::::,
4362,179584-1,Artemisia herba-alba,Artemisia herba-alba,179584-1,Species,:LITTOX::::::::,
4363,940997-1,Artemisia lucentica,Artemisia lucentica,940997-1,Species,:LITTOX::::::::,
4364,179656-1,Artemisia japonica,Artemisia japonica,179656-1,Species,:LITTOX::::::::,
4365,179704-1,Artemisia lactiflora,Artemisia lactiflora,179704-1,Species,:LITTOX::::::::,
4366,303755-2,Artemisia ludoviciana,Artemisia ludoviciana,303755-2,Species,:LITTOX::::::::,
4367,876542-1,Artemisia caerulescens subsp. gallica,Artemisia caerulescens,179288-1,Subspecies,:LITTOX::::::::,
4368,943607-1,Artemisia thomsoniana,Artemisia thomsoniana,943607-1,Species,:LITTOX::::::::,
4369,20692-2,Artemisia ludoviciana subsp. mexicana,Artemisia ludoviciana,303755-2,Subspecies,:LITTOX::::::::,
4370,180139-1,Artemisia splendens,Artemisia splendens,180139-1,Species,:LITTOX::::::::,
4371,179862-1,Artemisia nilagirica,Artemisia nilagirica,179862-1,Species,:LITTOX::::::::,
4372,20718-2,Artemisia nova,Artemisia nova,20718-2,Species,:LITTOX::::::::,
4373,179932-1,Artemisia parviflora,Artemisia parviflora,179932-1,Species,:LITTOX::::::::,
4374,179940-1,Artemisia pauciflora,Artemisia pauciflora,179940-1,Species,:LITTOX::::::::,
4375,179951-1,Artemisia persica,Artemisia persica,179951-1,Species,:LITTOX::::::::,
4376,179970-1,Artemisia pontica,Artemisia pontica,179970-1,Species,:LITTOX::::::::,
4377,179973-1,Artemisia porrecta,Artemisia porrecta,179973-1,Species,:LITTOX::::::::,
4378,179985-1,Artemisia princeps,Artemisia princeps,179985-1,Species,:LITTOX::::::::,
4379,180020-1,Artemisia ramosa,Artemisia ramosa,180020-1,Species,:LITTOX::::::::,
4380,180040-1,Artemisia roxburghiana,Artemisia roxburghiana,180040-1,Species,:LITTOX::::::::,
4381,77233197-1,Artemisia gmelinii var. gmelinii,Artemisia gmelinii,179537-1,Variety,:LITTOX::::::::,
4382,180077-1,Artemisia santonicum,Artemisia santonicum,180077-1,Species,:LITTOX::::::::,
4383,180092-1,Artemisia scoparia,Artemisia scoparia,180092-1,Species,:LITTOX::::::::,
4384,180122-1,Artemisia sieversiana,Artemisia sieversiana,180122-1,Species,:LITTOX::::::::,
4385,77179556-1,Artemisia genipi subsp. genipi,Artemisia genipi,179506-1,Subspecies,:LITTOX::::::::,
4386,180142-1,Artemisia stelleriana,Artemisia stelleriana,180142-1,Species,:LITTOX::::::::,
4387,180193-1,Artemisia taurica,Artemisia taurica,180193-1,Species,:LITTOX::::::::,
4388,20769-2,Artemisia tilesii,Artemisia tilesii,20769-2,Species,:LITTOX::::::::,
4389,180219-1,Artemisia tournefortiana,Artemisia tournefortiana,180219-1,Species,:LITTOX::::::::,
4390,20802-2,Artemisia tripartita,Artemisia tripartita,20802-2,Species,:LITTOX::::::::,
4391,180256-1,Artemisia vallesiaca,Artemisia vallesiaca,180256-1,Species,:LITTOX::::::::,
4392,326002-2,Dryopteris,,,Genus,:LITTOX:de_wiki:hr_wiki:::::::,
4393,329966-2,Salicornia,,,Genus,:LITTOX::::::::,
4394,166497-1,Salicornia brachiata,Salicornia brachiata,166497-1,Species,:LITTOX::::::::,
4395,530910-1,Arthropodium milleflorum,Arthropodium milleflorum,530910-1,Species,:LITTOX::::::::,
4396,39249-1,Gnidia,,,Genus,:LITTOX::::::::,
4397,831767-1,Gnidia gymnostachya,Gnidia gymnostachya,831767-1,Species,:LITTOX::::::::,
4398,331372-2,Artocarpus,,,Genus,:LITTOX::::::::,
4399,582622-1,Artocarpus integer,Artocarpus integer,582622-1,Species,:LITTOX::::::::,
4400,927744-1,Artocarpus lacucha,Artocarpus lacucha,927744-1,Species,:LITTOX::::::::,
4401,328149-2,Arum,,,Genus,:LITTOX:de_wiki:hr_wiki::CPCS:UCANR::::,
4402,77170933-1,Arum cylindraceum subsp. cylindraceum,Arum cylindraceum,85982-1,Subspecies,:LITTOX::::::::,
4403,87563-1,Montrichardia arborescens,Montrichardia arborescens,87563-1,Species,:LITTOX::::::::,
4404,86204-1,Asterostigma luschnathianum,Asterostigma luschnathianum,86204-1,Species,:LITTOX::::::::,
4405,86047-1,Arum italicum,Arum italicum,86047-1,Species,:LITTOX:fr_wiki::CPCS:::TPPT:CliniTox:,
4406,77189630-1,Arum italicum subsp. neglectum,Arum italicum,86047-1,Subspecies,:LITTOX::::::::,
4407,86097-1,Arum orientale,Arum orientale,86097-1,Species,:LITTOX::::::::,
4408,86101-1,Arum palaestinum,Arum palaestinum,86101-1,Species,:LITTOX::::::::,
4409,86113-1,Arum pictum,Arum pictum,86113-1,Species,:LITTOX::::::::,
4410,86140-1,Arum rupicola,Arum rupicola,86140-1,Species,:LITTOX::::::::,
4411,972483-1,Pinellia ternata,Pinellia ternata,972483-1,Species,:LITTOX::::::::,
4412,30021056-2,Aruncus,,,Genus,:LITTOX::::::::,
4413,20973-2,Aruncus dioicus,Aruncus dioicus,20973-2,Species,:LITTOX::::::::,
4414,30021055-2,Aruncus sylvester,Aruncus sylvester,30021055-2,Species,:LITTOX::::::::,
4415,77131105-1,Oldeania alpina,Oldeania alpina,77131105-1,Species,:LITTOX::::::::,
4416,1126471-2,Arundinaria gigantea,Arundinaria gigantea,1126471-2,Species,:LITTOX::::::::,
4417,390132-1,Arthrostylidium schomburgkii,Arthrostylidium schomburgkii,390132-1,Species,:LITTOX::::::::,
4418,390700-1,Arundinella nepalensis,Arundinella nepalensis,390700-1,Species,:LITTOX::::::::,
4419,30012630-2,Arundo,,,Genus,:LITTOX::::::::,
4420,390837-1,Arundo donax,Arundo donax,390837-1,Species,:LITTOX::::::::,
4421,77179629-1,Athanasia minuta subsp. minuta,Athanasia minuta,962627-1,Subspecies,:LITTOX::::::::,
4422,295490-2,Psorothamnus,,,Genus,:LITTOX::::::::,
4423,3127-1,Asarum,,,Genus,:LITTOX::::::::,
4424,93459-1,Asarum arifolium,Asarum arifolium,93459-1,Species,:LITTOX::::::::,
4425,93467-1,Asarum canadense,Asarum canadense,93467-1,Species,:LITTOX:::CPCS:::::,
4426,901506-1,Asarum crispulatum,Asarum crispulatum,901506-1,Species,:LITTOX::::::::,
4427,302682-2,Asarum europaeum,Asarum europaeum,302682-2,Species,:LITTOX:hu_wiki:::::TPPT::,
4428,93505-1,Asarum heterotropoides,Asarum heterotropoides,93505-1,Species,:LITTOX::::::::,
4429,320881-2,Asarum himalaicum,Asarum himalaicum,320881-2,Species,:LITTOX::::::::,
4430,93573-1,Asarum sieboldii,Asarum sieboldii,93573-1,Species,:LITTOX::::::::,
4431,946407-1,Asarum splendens,Asarum splendens,946407-1,Species,:LITTOX::::::::,
4432,30005968-2,Asclepias,,,Genus,:LITTOX::Cornell CALS:CPCS:UCANR::::,
4433,97553-1,Gomphocarpus abyssinicus,Gomphocarpus abyssinicus,97553-1,Species,:LITTOX::::::::,
4434,60445583-2,Asclepias amplexicaulis,Asclepias amplexicaulis,60445583-2,Species,:LITTOX::::::::,
4435,94096-1,Asclepias angustifolia,Asclepias angustifolia,94096-1,Species,:LITTOX::::::::,
4436,77172597-1,Vincetoxicum indicum var. indicum,Vincetoxicum indicum,77164260-1,Variety,:LITTOX::::::::,
4437,94126-1,Asclepias barjoniifolia,Asclepias barjoniifolia,94126-1,Species,:LITTOX::::::::,
4438,21153-2,Asclepias californica,Asclepias californica,21153-2,Species,:LITTOX::::::::,
4439,94450-1,Asclepias mellodora,Asclepias mellodora,94450-1,Species,:LITTOX::::::::,
4440,21144-2,Asclepias asperula subsp. capricornu,Asclepias asperula,21143-2,Subspecies,:LITTOX::::::::,
4441,77173151-1,Xysmalobium undulatum var. undulatum,Xysmalobium undulatum,103155-1,Variety,:LITTOX::::::::,
4442,21169-2,Asclepias cordifolia,Asclepias cordifolia,21169-2,Species,:LITTOX::::::::,
4443,94202-1,Asclepias crispa,Asclepias crispa,94202-1,Species,:LITTOX::::::::,
4444,94260-1,Asclepias erosa,Asclepias erosa,94260-1,Species,:LITTOX::::::::,
4445,94266-1,Asclepias exaltata,Asclepias exaltata,94266-1,Species,:LITTOX::::::::,
4446,97610-1,Gomphocarpus fruticosus,Gomphocarpus fruticosus,97610-1,Species,:LITTOX::::::::,
4447,21200-2,Asclepias hirtella,Asclepias hirtella,21200-2,Species,:LITTOX::::::::,
4448,94346-1,Asclepias humistrata,Asclepias humistrata,94346-1,Species,:LITTOX::::::::,
4449,101881-1,Stathmostelma pedunculatum,Stathmostelma pedunculatum,101881-1,Species,:LITTOX::::::::,
4450,94451-1,Asclepias mexicana,Asclepias mexicana,94451-1,Species,:LITTOX::::::::,
4451,94494-1,Asclepias nyctaginifolia,Asclepias nyctaginifolia,94494-1,Species,:LITTOX::::::::,
4452,992398-1,Gomphocarpus phillipsiae,Gomphocarpus phillipsiae,992398-1,Species,:LITTOX::::::::,
4453,94577-1,Asclepias purpurascens,Asclepias purpurascens,94577-1,Species,:LITTOX::::::::,
4454,97692-1,Gomphocarpus semilunatus,Gomphocarpus semilunatus,97692-1,Species,:LITTOX::::::::,
4455,94672-1,Asclepias subulata,Asclepias subulata,94672-1,Species,:LITTOX::::::::,
4456,94704-1,Asclepias tuberosa,Asclepias tuberosa,94704-1,Species,:LITTOX:::CPCS:::::,
4457,94723-1,Asclepias vestita,Asclepias vestita,94723-1,Species,:LITTOX::::::::,
4458,1167930-2,Asclepias viridiflora,Asclepias viridiflora,1167930-2,Species,:LITTOX::::::::,
4459,106366-2,Funastrum clausum,Funastrum clausum,106366-2,Species,:LITTOX::::::::,
4460,94179-1,Asclepias connivens,Asclepias connivens,94179-1,Species,:LITTOX::::::::,
4461,1973-1,Asimina,,,Genus,:LITTOX::::::::,
4462,72510-1,Asimina parviflora,Asimina parviflora,72510-1,Species,:LITTOX::::::::,
4463,502123-1,Lebeckia contaminata,Lebeckia contaminata,502123-1,Species,:LITTOX::::::::,
4464,475647-1,Aspalathus linearis,Aspalathus linearis,475647-1,Species,:LITTOX::::::::,
4465,30275681-2,Asparagus,,,Genus,:LITTOX::::::::,
4466,530992-1,Asparagus acutifolius,Asparagus acutifolius,530992-1,Species,:LITTOX::::::::,
4467,530993-1,Asparagus adscendens,Asparagus adscendens,530993-1,Species,:LITTOX::::::::,
4468,531059-1,Asparagus curillus,Asparagus curillus,531059-1,Species,:LITTOX::::::::,
4469,531072-1,Asparagus densiflorus,Asparagus densiflorus,531072-1,Species,:LITTOX::::UCANR::::,
4470,531013-1,Asparagus asparagoides,Asparagus asparagoides,531013-1,Species,:LITTOX::::::::,
4471,77073550-1,Asparagus africanus var. puberulus,Asparagus africanus,530996-1,Variety,:LITTOX::::::::,
4472,531379-1,Asparagus verticillatus,Asparagus verticillatus,531379-1,Species,:LITTOX::::::::,
4473,4467-1,Asperugo,,,Genus,:LITTOX::::::::,
4474,331373-2,Asperula,,,Genus,:LITTOX::::::::,
4475,743955-1,Asperula cynanchica,Asperula cynanchica,743955-1,Species,:LITTOX::::::::,
4476,750339-1,Galium odoratum,Galium odoratum,750339-1,Species,:LITTOX:::::USDA(Duke):TPPT::,
4477,531413-1,Asphodeline liburnica,Asphodeline liburnica,531413-1,Species,:LITTOX::::::::,
4478,531414-1,Asphodeline lutea,Asphodeline lutea,531414-1,Species,:LITTOX::::::::,
4479,24018-1,Asphodelus,,,Genus,:LITTOX::::::::,
4480,531496-1,Asphodelus fistulosus,Asphodelus fistulosus,531496-1,Species,:LITTOX::::::::,
4481,77170505-1,Asphodelus ramosus subsp. ramosus,Asphodelus ramosus,531548-1,Subspecies,:LITTOX::::::::,
